sample_id,wl_900,wl_905,wl_910,wl_915,wl_920,wl_925,wl_930,wl_935,wl_940,wl_945,wl_950,wl_955,wl_960,wl_965,wl_970,wl_975,wl_980,wl_985,wl_990,wl_995,wl_1000,wl_1005,wl_1010,wl_1015,wl_1020,wl_1025,wl_1030,wl_1035,wl_1040,wl_1045,wl_1050,wl_1055,wl_1060,wl_1065,wl_1070,wl_1075,wl_1080,wl_1085,wl_1090,wl_1095,wl_1100,wl_1105,wl_1110,wl_1115,wl_1120,wl_1125,wl_1130,wl_1135,wl_1140,wl_1145,wl_1150,wl_1155,wl_1160,wl_1165,wl_1170,wl_1175,wl_1180,wl_1185,wl_1190,wl_1195,wl_1200,wl_1205,wl_1210,wl_1215,wl_1220,wl_1225,wl_1230,wl_1235,wl_1240,wl_1245,wl_1250,wl_1255,wl_1260,wl_1265,wl_1270,wl_1275,wl_1280,wl_1285,wl_1290,wl_1295,wl_1300,wl_1305,wl_1310,wl_1315,wl_1320,wl_1325,wl_1330,wl_1335,wl_1340,wl_1345,wl_1350,wl_1355,wl_1360,wl_1365,wl_1370,wl_1375,wl_1380,wl_1385,wl_1390,wl_1395,wl_1400,wl_1405,wl_1410,wl_1415,wl_1420,wl_1425,wl_1430,wl_1435,wl_1440,wl_1445,wl_1450,wl_1455,wl_1460,wl_1465,wl_1470,wl_1475,wl_1480,wl_1485,wl_1490,wl_1495,wl_1500,wl_1505,wl_1510,wl_1515,wl_1520,wl_1525,wl_1530,wl_1535,wl_1540,wl_1545,wl_1550,wl_1555,wl_1560,wl_1565,wl_1570,wl_1575,wl_1580,wl_1585,wl_1590,wl_1595,wl_1600,wl_1605,wl_1610,wl_1615,wl_1620,wl_1625,wl_1630,wl_1635,wl_1640,wl_1645,wl_1650,wl_1655,wl_1660,wl_1665,wl_1670,wl_1675,wl_1680,wl_1685,wl_1690,wl_1695,wl_1700,oil_content
sample_036,0.3801268,0.3804725,0.3828745,0.3806002,0.3802939,0.38255918,0.3795176,0.3809665,0.379689,0.37940797,0.37950504,0.37980065,0.38002336,0.3794541,0.37698397,0.37739378,0.3772596,0.37705833,0.37495488,0.3746121,0.37406546,0.3721764,0.3717183,0.37110025,0.36694303,0.36803722,0.36621124,0.36438212,0.3626104,0.36075616,0.36032718,0.35484213,0.3529633,0.35309553,0.35086635,0.34771067,0.3450214,0.3418787,0.33842877,0.3363347,0.33205342,0.33129072,0.32752427,0.3225549,0.32007504,0.31601533,0.31473196,0.30895573,0.3069211,0.30436713,0.30048007,0.2957458,0.2941037,0.29204538,0.2890303,0.285496,0.28702444,0.2825601,0.2808109,0.27801976,0.27875656,0.27635828,0.27758938,0.27540594,0.27575505,0.27501702,0.27527606,0.2749226,0.27354997,0.27416673,0.2744532,0.2745955,0.27446702,0.27506107,0.27271685,0.2720519,0.27198052,0.27276736,0.26987678,0.26785213,0.2663303,0.26214054,0.26022625,0.25806743,0.25496385,0.24938639,0.24600117,0.2418757,0.2350831,0.22974478,0.22687009,0.22053158,0.21619323,0.21003766,0.20428367,0.19952628,0.19344942,0.18903881,0.18155415,0.17735063,0.1715721,0.16449977,0.16023278,0.15613739,0.15148719,0.14742072,0.14241387,0.14131053,0.1376329,0.13571146,0.13374987,0.13549733,0.13558047,0.1360701,0.13961288,0.14104542,0.14537492,0.14933963,0.15483235,0.16198622,0.169747,0.17840907,0.18746091,0.1969139,0.20683055,0.21627429,0.2267724,0.23953897,0.24886405,0.26041865,0.26931614,0.28057712,0.2904965,0.29762554,0.3066662,0.31531513,0.3224542,0.3288435,0.33765244,0.34154496,0.34793553,0.34963584,0.35498822,0.35787198,0.36153644,0.3629621,0.36549926,0.36737505,0.369481,0.37005016,0.37157837,0.3718511,0.37189463,0.37306485,0.3738395,0.37507176,0.37409374,0.37519246,0.37549397,0.37439466,0.37438473,41.11866
sample_037,0.40617216,0.41491595,0.42169487,0.43067273,0.43911284,0.4463501,0.4540424,0.46197435,0.47035152,0.47864208,0.4841605,0.4934831,0.501926,0.5070302,0.51192325,0.52077854,0.5241718,0.5290616,0.53361,0.5358555,0.53918856,0.5413983,0.5412685,0.5426417,0.54177666,0.53982806,0.5390088,0.5375644,0.53318924,0.5292486,0.5230026,0.51672155,0.5099153,0.5030416,0.4934688,0.48816574,0.47729427,0.4678853,0.45878208,0.4464843,0.43612736,0.42459282,0.41205236,0.40015602,0.3882111,0.3783542,0.36547178,0.35525942,0.3437556,0.3335861,0.3217444,0.3137114,0.3035434,0.29533938,0.28994322,0.28098664,0.27543113,0.2699534,0.26641628,0.26219934,0.26042697,0.26004106,0.26088056,0.26110488,0.26295838,0.26642096,0.27076083,0.27461836,0.28224337,0.28886762,0.2955909,0.3058659,0.31416655,0.3265762,0.33493358,0.34541363,0.3575118,0.3694701,0.3825586,0.39367586,0.40491137,0.41663235,0.4303689,0.441793,0.45393154,0.46501347,0.47593924,0.48573893,0.49684778,0.5044906,0.5149912,0.5241585,0.5325646,0.5383982,0.54281056,0.5490607,0.5538148,0.5581431,0.5624721,0.56439286,0.56515664,0.5653344,0.5670899,0.5642997,0.56152636,0.5602855,0.55367124,0.55076194,0.54374903,0.5388168,0.53236926,0.5225477,0.5153923,0.50664485,0.49815118,0.48618424,0.47735474,0.46633187,0.4568901,0.44575092,0.43606034,0.42370677,0.4140286,0.40311244,0.39338952,0.38491684,0.37724409,0.37106237,0.36238998,0.35713145,0.3504596,0.3457232,0.34302038,0.33920485,0.33809987,0.3349732,0.3345231,0.33546507,0.3343599,0.33704066,0.33822203,0.33934304,0.3431163,0.34446964,0.34791335,0.35124165,0.35448802,0.35753456,0.35970148,0.36415297,0.36576936,0.36957964,0.37185505,0.37447163,0.37848324,0.38090774,0.3823157,0.3826448,0.38567734,0.38810372,0.39143315,37.584778
sample_038,0.35904223,0.3556963,0.35413375,0.3511575,0.3467348,0.34205326,0.33785942,0.33305785,0.32596093,0.319918,0.31416988,0.30588335,0.2970437,0.2882999,0.2804928,0.2696951,0.25775325,0.24715216,0.23529723,0.22252966,0.20924659,0.19545168,0.18282169,0.17000248,0.15712953,0.14219928,0.12905747,0.11640953,0.10412317,0.0947531,0.08270841,0.07405202,0.065470785,0.058491476,0.05269293,0.05007858,0.050608385,0.050773125,0.0507263,0.050190095,0.0526118,0.058031064,0.06371237,0.07178695,0.07921309,0.088137954,0.099120945,0.111119546,0.12230967,0.13414258,0.14794792,0.15855224,0.17089544,0.18382111,0.19501738,0.2039588,0.21959597,0.22841667,0.23898473,0.24793528,0.25573406,0.26329434,0.26961502,0.27670196,0.28151163,0.2840626,0.28745592,0.28888378,0.2915776,0.29343253,0.29099798,0.2911792,0.28779504,0.28618523,0.28087243,0.27776852,0.27442056,0.2690979,0.26373544,0.26014203,0.2558043,0.2523225,0.24792017,0.24600782,0.24521148,0.24766113,0.24917498,0.2514797,0.255323,0.26196924,0.26670143,0.27517292,0.28644726,0.2956453,0.30547947,0.3193493,0.32968757,0.3424614,0.3551157,0.3666927,0.3780676,0.3917027,0.40133542,0.41308856,0.4230419,0.43310824,0.44144726,0.44935903,0.4561602,0.4598424,0.46434277,0.46893758,0.47106996,0.4723789,0.47288898,0.47017413,0.46943957,0.46512404,0.46134734,0.45516637,0.4478202,0.4430736,0.4346235,0.42750064,0.4181161,0.4099488,0.40032056,0.3910974,0.38497368,0.3744794,0.36680844,0.35733473,0.35048226,0.34324548,0.33590266,0.331215,0.3242667,0.3188843,0.31369144,0.31076807,0.30572125,0.30347943,0.29979756,0.2976459,0.29430014,0.29232267,0.28967005,0.28758654,0.2865612,0.2869511,0.28510442,0.28275084,0.2830204,0.28226495,0.27947354,0.28018016,0.27678233,0.27894455,0.27711722,0.27715704,0.27643973,39.18542
sample_039,0.3472133,0.34962004,0.3500051,0.35014895,0.35207295,0.35350475,0.35321918,0.35252663,0.35176826,0.3518467,0.35013604,0.34918803,0.34891003,0.34597427,0.34281328,0.3396623,0.339401,0.33501276,0.33211002,0.32883734,0.32245398,0.31926775,0.3162412,0.31192726,0.30721673,0.30627716,0.3007313,0.29879528,0.29584703,0.29483515,0.29200336,0.29331404,0.29326892,0.29634637,0.29865056,0.3009975,0.30759558,0.31298196,0.31896514,0.32783866,0.3361438,0.343717,0.35252827,0.3638248,0.37303847,0.38268518,0.3926039,0.40177408,0.4116922,0.4203731,0.4277267,0.43501344,0.441702,0.4464112,0.45054814,0.45196187,0.45528555,0.45570815,0.4567774,0.45429537,0.4511221,0.45023468,0.44486627,0.43860328,0.43219244,0.4219193,0.41563004,0.407348,0.39980778,0.38916394,0.3792089,0.37177184,0.36106995,0.35162514,0.34324712,0.3338363,0.328135,0.3206299,0.31308278,0.30605865,0.3031946,0.2984916,0.29328373,0.28905702,0.28892902,0.28569955,0.2848201,0.2844334,0.28452536,0.2837789,0.28376716,0.28609803,0.2860993,0.28825635,0.28908786,0.2924211,0.29560816,0.29789242,0.3004626,0.3027377,0.3056355,0.3084695,0.31063756,0.31153873,0.31490985,0.31711632,0.31783932,0.32003444,0.32202116,0.32297373,0.3230028,0.32619286,0.32729226,0.32751313,0.3292688,0.3308093,0.33132088,0.33107644,0.33327365,0.3328859,0.33381233,0.3342175,0.33359674,0.33342487,0.33489183,0.33495414,0.335614,0.3346445,0.33661672,0.33395565,0.33536205,0.336071,0.3352762,0.3362538,0.33681753,0.33646053,0.33561733,0.3352885,0.3354343,0.33577082,0.33622012,0.33584338,0.3356994,0.33617726,0.3351638,0.33635536,0.33700284,0.33692443,0.33624992,0.33674985,0.33706143,0.33472642,0.3359586,0.33491704,0.33622184,0.33580896,0.33758432,0.3358368,0.33791646,0.33595276,0.334206,36.917706
sample_040,0.36915588,0.36799958,0.3660256,0.36310434,0.36218038,0.35931277,0.35494336,0.35166824,0.3451668,0.3406422,0.3335798,0.32599804,0.31887877,0.31043017,0.30179188,0.28849423,0.27795964,0.26913658,0.25925612,0.24670178,0.2405306,0.23255394,0.22390056,0.22161487,0.21617068,0.21368894,0.21234192,0.21489918,0.21846828,0.22381891,0.22974181,0.23778073,0.24712473,0.2556909,0.26621708,0.2758679,0.28522527,0.29698938,0.30377617,0.31056118,0.3201358,0.32659432,0.3327974,0.33529362,0.3396383,0.34370118,0.34584534,0.34640703,0.34692612,0.34577897,0.344619,0.34303686,0.3425915,0.3408192,0.33845627,0.33577466,0.33156732,0.32925832,0.3261753,0.32113454,0.31969708,0.3140624,0.31037202,0.3077769,0.30424136,0.30051982,0.29816195,0.29507804,0.29332402,0.2914795,0.29126656,0.2898293,0.29093584,0.2909751,0.2956728,0.2971246,0.30131415,0.30752653,0.31201252,0.3197557,0.32630044,0.33205387,0.34006903,0.34933195,0.35583398,0.36226442,0.36975503,0.37404805,0.38126162,0.38774583,0.38861382,0.39046487,0.39542934,0.39875612,0.39985237,0.4019105,0.4042867,0.40519747,0.4065702,0.41050494,0.41364893,0.418264,0.42158923,0.42756978,0.43307978,0.43928477,0.44612288,0.4532867,0.4618851,0.467181,0.47604448,0.4810868,0.48640037,0.4935244,0.49609482,0.4996429,0.5003462,0.50401413,0.5034911,0.5027963,0.50121355,0.498596,0.49545357,0.48955166,0.48610774,0.48069042,0.47633338,0.46942824,0.4637681,0.45615736,0.4513099,0.44396624,0.43967107,0.4333847,0.42762575,0.4217262,0.41705164,0.41321248,0.40932235,0.40482596,0.4014646,0.39885756,0.39670065,0.39521796,0.39278167,0.39112142,0.39044854,0.3882297,0.38844237,0.3860535,0.38849357,0.38710186,0.38533482,0.38561848,0.38383222,0.38490468,0.38541585,0.3852897,0.3846997,0.3849239,0.38351902,38.211918
sample_041,0.42326286,0.42946085,0.43070725,0.4353581,0.4382308,0.44467375,0.44632226,0.4504213,0.45449272,0.45765078,0.4611983,0.4652053,0.4691358,0.47235015,0.47716033,0.48041937,0.48610836,0.48867524,0.4912213,0.49538696,0.4961736,0.49899322,0.5008871,0.5035494,0.5039348,0.5039451,0.50774986,0.5074075,0.5060868,0.5079907,0.5069225,0.5074085,0.50728565,0.50662583,0.50735414,0.5048233,0.50604975,0.5061415,0.5068017,0.50753945,0.5086594,0.5096277,0.5117299,0.5134535,0.51881635,0.5220911,0.5281035,0.5322374,0.53797716,0.5457809,0.55303043,0.56077737,0.57203734,0.579611,0.5891845,0.5970702,0.60732675,0.6145252,0.6241499,0.63319856,0.6390672,0.64527076,0.6516491,0.6563397,0.65860385,0.66356665,0.6637646,0.6621677,0.66189367,0.65969336,0.6548992,0.65072715,0.6459202,0.63813657,0.6313356,0.62081486,0.61237055,0.6003656,0.5889574,0.5788499,0.5679342,0.5582591,0.5442816,0.5349216,0.5240576,0.51278424,0.50256544,0.491865,0.48257962,0.47579172,0.4663803,0.4614717,0.4550835,0.44924107,0.4459593,0.44089592,0.43694392,0.43807334,0.43655607,0.43644708,0.43420127,0.43667036,0.43835858,0.44171694,0.44365332,0.44702515,0.45089093,0.45506957,0.46183157,0.4681075,0.47251016,0.4774126,0.48487288,0.49246773,0.49789783,0.50502175,0.51206034,0.51841,0.52699447,0.53174764,0.541497,0.547162,0.55584043,0.56168175,0.56711596,0.57380486,0.57933545,0.58628595,0.5945281,0.5961752,0.60260326,0.60623497,0.6104746,0.6138701,0.61737037,0.61839736,0.61891925,0.6223583,0.622713,0.6224604,0.61947745,0.6214328,0.6196276,0.61765355,0.6137039,0.6086702,0.6068033,0.60298145,0.59672755,0.59363663,0.5866604,0.58159655,0.57380086,0.56786746,0.56072164,0.55541337,0.5488653,0.54016143,0.533307,0.52358526,0.51646936,33.278408
sample_042,0.32347256,0.3234704,0.32420942,0.32510084,0.3258859,0.32595864,0.32789275,0.32712016,0.32792136,0.32691157,0.3290349,0.3269239,0.32952738,0.32910112,0.3295821,0.3293041,0.32829323,0.3311048,0.32960254,0.32982007,0.33041635,0.33136344,0.3303209,0.33201873,0.3307832,0.33186722,0.3328068,0.33166826,0.33270946,0.33139852,0.3319327,0.33221063,0.33329555,0.33201796,0.33188677,0.330388,0.32887167,0.3282691,0.32910016,0.3269866,0.32571182,0.32464176,0.32330152,0.31838617,0.31704885,0.31436858,0.30865303,0.3061457,0.30123302,0.29544318,0.29111022,0.2839493,0.2785616,0.26957008,0.26217487,0.25297937,0.24265023,0.23347215,0.22210553,0.21185844,0.19970462,0.18972325,0.17871857,0.16560341,0.15271136,0.14037818,0.12943016,0.11969493,0.1073646,0.0967839,0.088252716,0.07885499,0.07183449,0.065565534,0.06069241,0.056574248,0.055475827,0.054183252,0.052398942,0.055445485,0.0615697,0.064645335,0.071630225,0.07815301,0.08612379,0.09551935,0.105174616,0.115880355,0.12519987,0.13281783,0.14520667,0.15309691,0.16069558,0.16772906,0.17590797,0.18211855,0.1871318,0.19058481,0.1925997,0.19527756,0.19361919,0.19439091,0.19056028,0.18834203,0.18323,0.17988841,0.17644627,0.16948797,0.16554134,0.16066396,0.15767571,0.1546091,0.14982271,0.15175207,0.1458965,0.1460234,0.14603141,0.14732651,0.1505088,0.15211241,0.1549513,0.15799458,0.16248858,0.16613886,0.17077298,0.1730591,0.17865944,0.1813618,0.18445998,0.19054466,0.19175497,0.19557562,0.20181213,0.20438503,0.21043473,0.21287641,0.21851346,0.22293733,0.22755904,0.23229992,0.23933022,0.24632008,0.2501644,0.25828996,0.2642284,0.2720694,0.2812611,0.28583473,0.29334143,0.30111486,0.30879968,0.31525773,0.32169414,0.325518,0.33235914,0.33778515,0.3433814,0.347403,0.35388446,0.35591632,0.36035195,42.305904
sample_043,0.26045606,0.249833,0.24060571,0.22967008,0.22184724,0.21060984,0.20296171,0.19521938,0.18732135,0.18134807,0.17722148,0.17332022,0.17293161,0.17184287,0.17231461,0.17754212,0.17913339,0.18630749,0.19166356,0.20058423,0.20648104,0.2166603,0.2238955,0.2343878,0.2426092,0.25158122,0.2593429,0.26374212,0.26864284,0.27359614,0.27715087,0.27916127,0.27868447,0.27858114,0.2748748,0.27159002,0.2675392,0.26066312,0.25640354,0.24831927,0.23841654,0.23050159,0.22070213,0.2106191,0.20270097,0.19190538,0.18555214,0.17922711,0.17178746,0.16459349,0.16309421,0.15923801,0.15851544,0.15752634,0.16153558,0.1632398,0.17054507,0.17882892,0.18603009,0.19548516,0.20480068,0.21738337,0.23082647,0.24135797,0.25536022,0.2679421,0.28269297,0.29540244,0.3089092,0.3218101,0.3326565,0.34496346,0.35628843,0.36636835,0.374752,0.3838196,0.39202878,0.40016833,0.40827572,0.4136906,0.42068937,0.4245198,0.430938,0.43335423,0.4364417,0.44104832,0.44311956,0.4460458,0.44527882,0.4454001,0.4440769,0.43956906,0.43986976,0.4348154,0.42974368,0.42268836,0.41823617,0.40971285,0.402103,0.39046034,0.37994197,0.3699296,0.35815412,0.34527683,0.33189535,0.3170497,0.30618814,0.29322845,0.28201842,0.27009368,0.25815064,0.24774261,0.2388098,0.23103602,0.22566032,0.21921721,0.21614657,0.21429889,0.21267788,0.21396522,0.21631706,0.21908876,0.22376147,0.22848675,0.23280907,0.2392817,0.24722478,0.2531699,0.26094922,0.26696262,0.27513444,0.2823106,0.2873695,0.29333287,0.2982104,0.30597368,0.30941486,0.31269455,0.31712896,0.31815776,0.32164556,0.32422474,0.32648796,0.32621276,0.32945344,0.33124796,0.33128592,0.332824,0.3331481,0.33122948,0.33212185,0.33262464,0.3322127,0.3343878,0.3331616,0.33206478,0.33404958,0.33344877,0.3345022,0.33279765,0.33341563,37.292637
sample_044,0.44660357,0.455416,0.46144864,0.4708169,0.47909066,0.4892754,0.5014128,0.5136209,0.52655953,0.540741,0.5548147,0.56817746,0.5830733,0.59517264,0.60682803,0.6173182,0.6282611,0.6340147,0.64097774,0.64612055,0.64698005,0.6492902,0.6474552,0.6463905,0.64135444,0.63679093,0.6316756,0.6231522,0.61586094,0.6075304,0.59926015,0.589919,0.5821858,0.57505363,0.5649757,0.55893666,0.5490022,0.54309505,0.53092664,0.525718,0.51819396,0.5119128,0.50455046,0.49677518,0.49066752,0.48348206,0.47469622,0.46897694,0.46334,0.45558536,0.45236295,0.44402117,0.44040182,0.43361533,0.4294126,0.42569217,0.4209844,0.41628388,0.41097137,0.40981475,0.4063792,0.4034272,0.40247214,0.3999602,0.39812365,0.394684,0.39292103,0.39217222,0.38910207,0.38747993,0.3879617,0.38687482,0.38590777,0.38423404,0.38372397,0.38499463,0.38295493,0.38211775,0.38296467,0.3817336,0.38163158,0.38159785,0.38184428,0.38131133,0.38222918,0.38121453,0.38144487,0.3812099,0.38044006,0.38201824,0.382002,0.38219512,0.38438606,0.3848215,0.38711008,0.38783646,0.3897287,0.39231962,0.3940213,0.39703313,0.39973184,0.40195,0.4073842,0.41139093,0.4158563,0.42014492,0.42494634,0.4309673,0.4375261,0.44372174,0.4524587,0.45912775,0.4675312,0.47430092,0.48233104,0.49037427,0.50058204,0.50983953,0.5202906,0.53238595,0.54260266,0.5554801,0.5688738,0.5834145,0.59930813,0.6147702,0.63400203,0.6533622,0.6736376,0.697399,0.7167906,0.7384814,0.75600606,0.7759856,0.79099894,0.80120736,0.80529016,0.80851734,0.80442595,0.7951517,0.7783049,0.760446,0.7407973,0.7124635,0.68800676,0.6579326,0.6311099,0.604186,0.57738847,0.5538427,0.5293348,0.51145005,0.4925433,0.47715455,0.46238068,0.45003083,0.44027564,0.42973217,0.41912276,0.41471103,0.40450668,35.674423
sample_045,0.34844455,0.3474837,0.3480862,0.34767365,0.34486523,0.34529722,0.34313422,0.3440258,0.34035325,0.33746296,0.3364249,0.33145314,0.327357,0.32281834,0.31945062,0.31234598,0.3052636,0.29846016,0.2910876,0.28330696,0.27507487,0.26345563,0.2543105,0.24579298,0.2376456,0.23089637,0.22316654,0.21492895,0.20944448,0.2052805,0.2008794,0.20069087,0.2027366,0.20007955,0.20525727,0.20906265,0.21418375,0.22416024,0.23158346,0.2393014,0.2505421,0.26103964,0.27083817,0.28275728,0.29600477,0.3062127,0.31579036,0.32565808,0.33650035,0.34511125,0.35443625,0.36406708,0.37208566,0.38081306,0.39043316,0.4000384,0.409084,0.42013672,0.43033898,0.44535542,0.4584582,0.47566038,0.49363118,0.5107011,0.53028435,0.5520266,0.5704888,0.5887117,0.60637015,0.6194017,0.6304948,0.63427025,0.6343904,0.6311292,0.61878526,0.6058453,0.5863336,0.5600711,0.5357289,0.5060986,0.4769453,0.4496619,0.421393,0.39663595,0.37337616,0.35394773,0.33827722,0.32618096,0.31782922,0.312018,0.3096313,0.30863538,0.3102271,0.3143362,0.31777808,0.32509997,0.3319681,0.33614045,0.3448845,0.35084516,0.35784036,0.36182418,0.36565724,0.37285358,0.37648168,0.3758436,0.37994027,0.37931386,0.37940255,0.38098955,0.3788953,0.37968144,0.37706375,0.37658143,0.37431562,0.37263188,0.37178445,0.37008908,0.36928582,0.36681655,0.36692667,0.3656145,0.36335614,0.36426726,0.36195645,0.36159226,0.36083183,0.3598092,0.35936332,0.35943025,0.3597302,0.3563218,0.35972038,0.35667282,0.3545883,0.35679036,0.355682,0.35764912,0.35584572,0.3543307,0.35457546,0.35684782,0.35561922,0.35400182,0.35554165,0.35453016,0.35622543,0.35625997,0.35442743,0.356131,0.35481957,0.35360694,0.35534513,0.35499692,0.3547989,0.35576952,0.35512865,0.35340375,0.3551882,0.3537913,0.3565386,36.86114
sample_046,0.32525936,0.3147399,0.30531007,0.29275343,0.28142497,0.2698821,0.25666,0.24301374,0.23050505,0.22109309,0.2087211,0.19966333,0.19429342,0.18962455,0.18678553,0.18543772,0.1876411,0.1915107,0.19494304,0.20111251,0.21001299,0.21376154,0.22410487,0.23279525,0.23694038,0.24255928,0.2475499,0.25246394,0.25436142,0.25631726,0.25737256,0.25795102,0.25908068,0.25702876,0.25544196,0.2541739,0.2541913,0.2498789,0.24913216,0.2485754,0.247118,0.24550703,0.2448508,0.2443214,0.24443313,0.2421777,0.24317661,0.24308442,0.24595496,0.24601224,0.24813211,0.2477913,0.24830747,0.2514291,0.25411895,0.25698262,0.2599898,0.2602775,0.2649868,0.26663873,0.26962414,0.27199036,0.27441147,0.27930793,0.28127977,0.28480703,0.2880095,0.29167226,0.29395473,0.2962984,0.29918784,0.30248982,0.3041001,0.30814585,0.3108395,0.31354082,0.31491095,0.31721655,0.3204121,0.3211311,0.3227295,0.32448038,0.3257975,0.32821673,0.33002883,0.33051306,0.33260524,0.33471236,0.33648732,0.33771172,0.34031898,0.34268054,0.3466275,0.3495181,0.35232213,0.3568827,0.36246207,0.36718225,0.37238315,0.3792845,0.3872572,0.39524776,0.404205,0.41234377,0.4202038,0.4315112,0.44272986,0.44928417,0.45893297,0.4660592,0.4730793,0.47867715,0.48304468,0.48704702,0.48877135,0.49096295,0.48680964,0.4843312,0.47913507,0.47073627,0.4610798,0.45149556,0.43889073,0.4265153,0.41347346,0.39776433,0.38581717,0.3710008,0.35584807,0.34121853,0.32617554,0.31558603,0.30410397,0.292512,0.28496948,0.27596918,0.26686555,0.26088232,0.2556998,0.2514742,0.24904892,0.24684042,0.24767879,0.2465543,0.24709132,0.24833798,0.25196362,0.25415102,0.25804982,0.26063645,0.26448467,0.2694123,0.27341396,0.27708343,0.2813212,0.28503126,0.2895544,0.2914883,0.29424432,0.29879153,0.30290058,38.435047
sample_047,0.2966353,0.29638293,0.2975673,0.29714063,0.29893908,0.29912254,0.29763108,0.29789457,0.2988653,0.29932153,0.30095804,0.30075318,0.3015193,0.30256012,0.30377752,0.305526,0.30872893,0.31054947,0.31232372,0.31711552,0.32034996,0.32600325,0.3312625,0.33999902,0.34646425,0.3576878,0.3697579,0.38104197,0.3939643,0.40496224,0.42062193,0.43198556,0.44628623,0.45917052,0.466277,0.47643903,0.4837382,0.48638356,0.4865487,0.4849708,0.4813776,0.47508052,0.46549982,0.45564377,0.44504157,0.4325425,0.41633382,0.40638983,0.39423218,0.38118452,0.36938336,0.36061844,0.34917566,0.3404781,0.33377707,0.32854024,0.32309806,0.3190439,0.31509712,0.30987763,0.3093146,0.30631083,0.30311245,0.30311957,0.29840147,0.2967745,0.29548666,0.29319748,0.29045102,0.28844956,0.28721803,0.2854129,0.28216037,0.28111568,0.27901053,0.27654898,0.27489567,0.27396312,0.27240875,0.27159378,0.2699132,0.2693915,0.2692336,0.26999143,0.26912433,0.26935455,0.26899126,0.27097642,0.26913893,0.27143356,0.2713371,0.27190524,0.27133468,0.27132303,0.27108556,0.2716907,0.27165046,0.2714915,0.26889944,0.26872176,0.26497585,0.2645287,0.26200813,0.26049066,0.25557187,0.25189236,0.24654405,0.24514455,0.23825233,0.23249741,0.22632031,0.22015248,0.21503079,0.2078668,0.20294221,0.19659698,0.19243139,0.18838833,0.18553695,0.18422478,0.18362337,0.18572308,0.1886811,0.19232361,0.20073868,0.20667511,0.2149899,0.22559759,0.23658039,0.24563928,0.25788203,0.26673788,0.2754074,0.28685483,0.29564223,0.3021061,0.31084147,0.318131,0.32104924,0.3268119,0.3316431,0.33670503,0.33846363,0.3395963,0.34284124,0.34425408,0.3456266,0.34761053,0.34875906,0.3497245,0.34888884,0.35186204,0.35217857,0.35219336,0.35239986,0.3531983,0.35594353,0.35409668,0.35560632,0.35431373,0.35542938,40.549683
sample_048,0.4393513,0.44292754,0.44689342,0.45100707,0.45645335,0.45776474,0.46225595,0.4647383,0.46499488,0.46580723,0.46435755,0.46197072,0.45958588,0.4532405,0.4477871,0.44081974,0.43262857,0.42367935,0.41298735,0.4001427,0.38792697,0.3730362,0.35934642,0.34370464,0.3259953,0.3101946,0.29362524,0.27779514,0.26031834,0.24553828,0.23111066,0.21384156,0.2013705,0.18801194,0.17599458,0.16481413,0.15663663,0.14973949,0.14042634,0.13376221,0.13088708,0.12651153,0.124005,0.1235753,0.1225399,0.12244334,0.12267175,0.12578496,0.12799978,0.13206474,0.13354331,0.13828935,0.14000992,0.14708489,0.14970177,0.15582821,0.15902208,0.16246396,0.16823049,0.17287734,0.1779299,0.17936595,0.18500827,0.19162357,0.19456123,0.1977057,0.20208302,0.20820397,0.21407713,0.21594976,0.22074318,0.2263623,0.23148626,0.23512013,0.24034126,0.24298732,0.24926473,0.25415897,0.2598101,0.26170918,0.26705042,0.27052537,0.27516124,0.27720702,0.28251436,0.2851129,0.28834218,0.2896671,0.2890369,0.29321444,0.29138938,0.29245952,0.29222965,0.28889966,0.28836876,0.2864663,0.28596938,0.2827638,0.2812977,0.27585077,0.27434894,0.27028903,0.2649542,0.26386097,0.26151448,0.25981823,0.25633696,0.2571286,0.25868163,0.2567071,0.25970826,0.26219302,0.26438245,0.2680797,0.27108097,0.27657413,0.28099155,0.28698578,0.2917592,0.2964542,0.3009952,0.3064318,0.31347182,0.31737262,0.32028544,0.32365894,0.32712308,0.33180943,0.333179,0.33367917,0.34105024,0.33755124,0.33956772,0.34126323,0.34454644,0.3454367,0.34381467,0.34664637,0.3470909,0.34562597,0.34602264,0.3456357,0.3453578,0.34425476,0.34559986,0.34433475,0.34394255,0.34596288,0.34467915,0.34426188,0.34422532,0.3445698,0.3448044,0.34426454,0.3432699,0.34484264,0.34269908,0.34341666,0.34423894,0.34316787,0.34110767,40.150566
